sku_number,sku_description,priority_band,operator_decision,operator_action,order_units,selected_demand_units,raw_stock_gap_units,projected_stock_gap_units,order_reason_code,stock_position_status,demand_forecast_confidence,reason_short,audit_notes,has_explicit_hard_blocker
186369,Neut H/B Ha Water Gel Rfl 50G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,24.0002,23,23,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=23; recommended_units=0; confidence_pct=24,True
698571,Bioderma Sensibio H20 500Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,36.0003,23,23,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_inventory_sufficient_low_value_history.,review=policy_inventory_sufficient_low_value_history; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=23; recommended_units=0; confidence_pct=33,True
90374,Blistex U/Lip Balm Spf50+4.25G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,24.0002,23,23,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=23; recommended_units=0; confidence_pct=24,True
49685,Avene Thermal S/Water 50Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,36.0003,23,23,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=23; recommended_units=0; confidence_pct=39,True
184704,Lrp Eff H Isobiome 40Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,24.0002,22,22,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=22; recommended_units=0; confidence_pct=25,True
654988,Lrp Thermal Spring Wtr 300Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,24.0002,22,22,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=22; recommended_units=0; confidence_pct=25,True
17082,Bondi Sands U/Dark Foam 200Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,24.0002,22,22,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=22; recommended_units=0; confidence_pct=27,True
90330,Blistex Inten Rep Balm 4.25G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,24.0002,22,22,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=22; recommended_units=0; confidence_pct=24,True
188716,Cerave Renew Sa Foot Crm 88Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,24.0002,21,21,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_inventory_sufficient_low_value_history.,review=policy_inventory_sufficient_low_value_history; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=21; recommended_units=0; confidence_pct=25,True
54863,Aveeno S/Rel Foot Mask 1P,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,24.0002,21,21,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=21; recommended_units=0; confidence_pct=21,True
198463,Hada Labo Prem Lotion Intense,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,21.9937,20,20,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=20; recommended_units=0; confidence_pct=41,True
16857,Lrp Anth Xl Ult Bb Crm Spf50+,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,24.0002,20,20,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=20; recommended_units=0; confidence_pct=25,True
11895,Lrp Eff Mat 40Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,24.0002,20,20,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=20; recommended_units=0; confidence_pct=35,True
42784,Lrp Redermic Retinol Moist,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,17.9998,18,18,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=18; recommended_units=0; confidence_pct=25,True
92853,Cerave Blem Control Clns 473Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,19.9997,18,18,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=18; recommended_units=0; confidence_pct=26,True
31874,Lrp Tol Caring Face Wash 200Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,29.9999,18,18,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=18; recommended_units=0; confidence_pct=26,True
186090,Ego Qv Ceramides Cleanser 350G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,19.9997,18,18,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=18; recommended_units=0; confidence_pct=20,True
87768,Innisfree Centella Mask 22Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,17.9998,18,18,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=18; recommended_units=0; confidence_pct=33,True
16316,Neut H/B Hya Acid Crm50G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,17.9998,17,17,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=17; recommended_units=0; confidence_pct=22,True
15792,Npmu Setting Spray Matte,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,17.9998,17,17,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=17; recommended_units=0; confidence_pct=27,True
591904,Neut N/F F/F Hand Crm 56G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,17.9998,17,17,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=17; recommended_units=0; confidence_pct=24,True
94511,Cetaphil Gentle Skin Clns 118M,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,17.9998,17,17,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=17; recommended_units=0; confidence_pct=24,True
463027,U By Kotex Tamp Reg 16'S,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,24.0002,17,17,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=17; recommended_units=0; confidence_pct=27,True
95696,Lrp Toleraine Derma Serum 30Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,15.9999,16,16,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=16; recommended_units=0; confidence_pct=25,True
190842,Lrp Tol Rosaliac 40Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,17.9998,16,16,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=16; recommended_units=0; confidence_pct=25,True
188737,Hada Labo Tokyo Lotion 150Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,15.9999,16,16,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=16; recommended_units=0; confidence_pct=24,True
184705,Lrp Eff Isobiome Clns/Crm 200,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,17.9998,16,16,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=16; recommended_units=0; confidence_pct=25,True
49686,Avene Thermal S/Water 300Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,24.0002,16,16,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_inventory_sufficient_low_value_history.,review=policy_inventory_sufficient_low_value_history; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=16; recommended_units=0; confidence_pct=27,True
28287,Npmu Epic Ink Lnr Black,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,17.9998,16,16,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=16; recommended_units=0; confidence_pct=27,True
15789,Npmu Setting Spray Dewy,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,17.9998,16,16,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=16; recommended_units=0; confidence_pct=27,True
191948,Garn Cryo Jelly Eye Mask,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,15.9999,16,16,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=16; recommended_units=0; confidence_pct=24,True
190136,E/Pure Long Handle Body Brush,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,18.4611,16,16,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=16; recommended_units=0; confidence_pct=45,True
190839,Lrp Hyalu B5 Eye Serum 15Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,17.9998,15,15,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=15; recommended_units=0; confidence_pct=27,True
199844,Boost Lab Firm Mstrisr 50Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,15.25,15,15,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=15; recommended_units=0; confidence_pct=46,True
321943,Neut Bod Oil 250Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,17.9998,15,15,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=15; recommended_units=0; confidence_pct=26,True
63369,Bioderma A/Derm Shower Oil 200,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,17.9998,15,15,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=15; recommended_units=0; confidence_pct=32,True
191881,Cetaphil Gntl Skn Clns Pmp236M,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,17.9998,15,15,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=15; recommended_units=0; confidence_pct=24,True
458074,Cetaphil Moisturising Crm 100G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,15.9999,15,15,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=15; recommended_units=0; confidence_pct=22,True
18512,Lrp Anth Fluid Tint Spf50 50Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,26.0001,14,14,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=14; recommended_units=0; confidence_pct=25,True
655159,Lrp L/Kar Lavante Oil 400Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,17.9998,14,14,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=14; recommended_units=0; confidence_pct=26,True
42806,Lrp Eff K+ Anti-Blackhead Care,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,14.0,14,14,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=14; recommended_units=0; confidence_pct=25,True
90935,Cetaphil Gen Ex Sa Cleanse 236,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,14.0,14,14,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=14; recommended_units=0; confidence_pct=26,True
897272,Aveeno Intense Hand Cream 100G,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,17.9998,14,14,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=14; recommended_units=0; confidence_pct=24,True
90840,Garn Char + Caff Eye Mask,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,14.0,14,14,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=14; recommended_units=0; confidence_pct=24,True
199379,Neut Visible Repair Serum 30Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,12,12,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=12; recommended_units=0; confidence_pct=23,True
190840,Lrp Eff Peeling Gel 400Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,17.9998,12,12,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=12; recommended_units=0; confidence_pct=26,True
90766,Hey Bud Neck Firming Serum 50M,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,12,12,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=12; recommended_units=0; confidence_pct=24,True
199243,Cerave Rep Balm 88Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,17.9998,12,12,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_inventory_sufficient_low_value_history.,review=policy_inventory_sufficient_low_value_history; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=12; recommended_units=0; confidence_pct=21,True
735078,Cetaphil Gntl Cleanser 1Ltr,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,15.9999,12,12,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=12; recommended_units=0; confidence_pct=20,True
195560,Lrp Effaclar +M F/Clnsr 200Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,17.9998,12,12,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=12; recommended_units=0; confidence_pct=26,True
26669,Lrp Respect W/P Emur 125Ml,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,17.9998,12,12,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=12; recommended_units=0; confidence_pct=27,True
88551,May Ls Sky High Burgundy Haze,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,12,12,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=12; recommended_units=0; confidence_pct=24,True
197473,Lrp Effaclar +M Starter Kit,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,12.0001,12,12,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=12; recommended_units=0; confidence_pct=25,True
193205,May Ls Sky High Cosmic Blk,REVIEW,BORDERLINE_OOS_REVIEW,REVIEW,0,15.0003,12,12,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=CREDIBLE_PROMO_DEMAND; stock_position=SHORT_AT_PROMO_START; raw_gap=12; recommended_units=0; confidence_pct=27,True
