priority_rank,store_number,promotion_name,promotion_start_date,promotion_end_date,promotion_days,prediction_date,days_until_promotion_start,sku_number,sku_description,decision,order_strategy,recommended_order_basis,promo_units_expected_to_sell,stock_needed_for_promo_sales,stock_needed_to_finish_with_target_cover,order_needed_to_cover_promo_sales,order_needed_to_reach_full_stock_target,full_target_order_units,recommended_promo_cover_order_units,recommended_base_stock_order_units,commercial_recommended_order_units,recommended_order_units,remaining_promo_sales_stock_gap,remaining_end_stock_gap,remaining_shortfall_after_commercial_recommendation_units,remaining_day_one_shortfall_units,commercial_coverage_ratio,recommendation_coverage_ratio,raw_model_order_units,operator_review_order_low_units,operator_review_order_high_units,target_day_one_soh_units,projected_day_one_soh_before_order_units,projected_day_one_soh_after_recommended_order_units,current_soh_units,on_order_units,estimated_demand_before_promo_start_units,target_stock_on_hand_at_promo_end_units,total_expected_demand_to_promo_end_units,projected_stock_on_hand_at_promo_end_units,discount_percent,avg_promo_demand_same_discount_units,expected_gp_dollars,capital_at_risk_dollars,confidence_score,confidence_label,data_quality_score,data_quality_label,decision_quality_label,stock_target_conflict_flag,reason_demand,reason_stock,reason_order,reason_risk,reason_rejection_or_hold,human_review_required,review_reason,model_status,production_ordering_approved,customer_report_release_approved,operator_decision,operator_recommended_units,operator_notes,promo_portion_visible,base_portion_visible,partial_or_full,gap_explained
547,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,64536,Sundae Very Vanilla Foam 265Ml,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,2.25,2.25,9.643,0,9,9,0,0,0,0,0,9,9,9,0.0,0.0,0,0,9,11.893,2.679,2.679,3,0,0.321,9.643,2.571,0.429,40.0,2.25,0.0,5.32,64,MEDIUM,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.7; promo cover required 2.2 units; base-stock required 9.6 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 9 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
548,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,94105,Esi On A Roll Apricot T Ba,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,2.25,2.25,9.643,1,10,11,0,0,0,0,1,10,11,11,0.0,0.0,0,0,11,11.893,1.679,1.679,2,0,0.321,9.643,2.571,-0.571,50.0,2.25,0.01,7.46,52,MEDIUM,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.7; promo cover required 2.2 units; base-stock required 9.6 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 1 units; base-stock replenishment gap 10 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
549,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,65466,Q+A Super Food 30Ml,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,2.25,2.25,9.643,0,8,8,0,0,0,0,0,8,8,8,0.0,0.0,0,0,8,11.893,3.679,3.679,4,0,0.321,9.643,2.571,1.429,50.0,2.25,0.01,7.79,49,LOW,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 3.7; promo cover required 2.2 units; base-stock required 9.6 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 8 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
550,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,196196,Hairification P/Grow Sp 300Ml,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,2.25,2.25,9.643,0,8,8,0,0,0,0,0,8,8,8,0.0,0.0,0,0,8,11.893,3.679,3.679,4,0,0.321,9.643,2.571,1.429,40.0,2.25,0.01,16.29,40,LOW,80.0,HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 3.7; promo cover required 2.2 units; base-stock required 9.6 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 8 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,risk_or_review_flag; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
551,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,189276,Frank Clearing Body Wash 360Ml,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,2.25,2.25,9.643,0,5,5,0,0,0,0,0,5,5,5,0.0,0.0,0,0,5,11.893,6.679,6.679,7,0,0.321,9.643,2.571,4.429,40.0,2.25,0.06,20.26,32,LOW,80.0,HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 6.7; promo cover required 2.2 units; base-stock required 9.6 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 5 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,risk_or_review_flag; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
552,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,94281,Aveeno Calm+Res Gel Mstsr 50Ml,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,2.25,2.25,9.643,1,10,11,0,0,0,0,1,10,11,11,0.0,0.0,0,0,11,11.893,1.679,1.679,2,0,0.321,9.643,2.571,-0.571,40.0,2.25,0.01,17.19,22,VERY_LOW,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.7; promo cover required 2.2 units; base-stock required 9.6 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 1 units; base-stock replenishment gap 10 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
553,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,188951,Loreal R/Lift Pressed Crm50Ml,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,raw_model_order,2.25,2.25,8.571,0,7,7,0,2,2,2,0,5,5,5,0.286,0.286,2,2,7,10.821,3.714,5.714,4,0,0.286,8.571,2.536,3.464,50.0,2.25,0.0,35.98,27,VERY_LOW,68.0,MEDIUM,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 3.7; promo cover required 2.2 units; base-stock required 8.6 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 7 units; raw model 2; commercial recommended promo 0 + base 2 = 2. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,risk_or_review_flag; low_confidence_buy; unsafe_pre_promo_source_rejected; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,partial,True
554,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,15727,Npmu Eb Pencil Micro Choc,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,2.235,2.235,9.58,1,10,11,0,0,0,0,1,10,11,11,0.0,0.0,0,0,11,11.815,1.681,1.681,2,0,0.319,9.58,2.554,-0.554,50.0,2.235,0.01,4.74,64,MEDIUM,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.7; promo cover required 2.2 units; base-stock required 9.6 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 1 units; base-stock replenishment gap 10 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
555,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,71223,Palmers Cnut Oil Hand Crm 96G,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,2.222,2.222,9.524,1,10,11,0,0,0,0,1,10,11,11,0.0,0.0,0,0,11,11.746,1.683,1.683,2,0,0.317,9.524,2.539,-0.539,40.0,2.222,0.01,3.3,48,LOW,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.7; promo cover required 2.2 units; base-stock required 9.5 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 1 units; base-stock replenishment gap 10 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
556,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,65559,No7 L&L Serum 30Ml,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,2.222,2.222,9.524,0,6,6,0,0,0,0,0,6,6,6,0.0,0.0,0,0,6,11.746,5.683,5.683,6,0,0.317,9.524,2.539,3.461,40.0,2.222,0.01,96.55,25,VERY_LOW,80.0,HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 5.7; promo cover required 2.2 units; base-stock required 9.5 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 6 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,risk_or_review_flag; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
557,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,30538,May Ss Matte Ink Pioneer,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,2.217,2.217,9.503,1,10,11,0,0,0,0,1,10,11,11,0.0,0.0,0,0,11,11.72,1.683,1.683,0,2,0.317,9.503,2.534,-0.534,50.0,2.217,0.03,8.49,49,LOW,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.7; promo cover required 2.2 units; base-stock required 9.5 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 1 units; base-stock replenishment gap 10 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
558,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,350165,Mf Masc False Lash Black,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,raw_model_order,2.214,2.214,30.0,0,30,30,0,6,6,6,0,24,24,24,0.2,0.2,6,6,30,32.214,2.0,8.0,3,0,1.0,30.0,3.214,5.786,50.0,2.214,18.09,25.97,61,MEDIUM,68.0,MEDIUM,REVIEW_STOCK_GAP,1,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 2.2 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 0 units; base-stock replenishment gap 30 units; raw model 6; commercial recommended promo 0 + base 6 = 6. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,partial,True
559,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,60845,Rim Lst Fin Ll Brownie Pie 790,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,2.2,2.2,9.429,0,8,8,0,0,0,0,0,8,8,8,0.0,0.0,0,0,8,11.629,3.686,3.686,4,0,0.314,9.429,2.514,1.486,50.0,2.2,0.01,4.38,64,MEDIUM,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 3.7; promo cover required 2.2 units; base-stock required 9.4 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 8 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
560,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,75790,No7 Pure Retinol 1% Con 30Ml,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,2.2,2.2,9.429,0,9,9,0,0,0,0,0,9,9,9,0.0,0.0,0,0,9,11.629,2.686,2.686,3,0,0.314,9.429,2.514,0.486,40.0,2.2,0.1,27.68,47,LOW,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.7; promo cover required 2.2 units; base-stock required 9.4 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 9 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
561,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,87762,Innisfree Hyaluronic Mask 25Ml,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,2.2,2.2,9.429,1,9,10,0,0,0,0,1,9,10,10,0.0,0.0,0,0,10,11.629,1.686,1.686,2,0,0.314,9.429,2.514,-0.514,20.0,2.2,0.01,4.23,27,VERY_LOW,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.7; promo cover required 2.2 units; base-stock required 9.4 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 1 units; base-stock replenishment gap 9 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
562,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,93977,May Poreless Jelly Primer Int,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,2.182,2.182,9.351,0,9,9,0,0,0,0,0,9,9,9,0.0,0.0,0,0,9,11.533,2.688,2.688,3,0,0.312,9.351,2.494,0.506,50.0,2.182,0.01,6.35,65,MEDIUM,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.7; promo cover required 2.2 units; base-stock required 9.4 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 9 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
563,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,626503,Jerg Nat Glow Firm Mt 221Ml,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,2.167,2.167,9.286,0,9,9,0,0,0,0,0,9,9,9,0.0,0.0,0,0,9,11.453,1.69,1.69,2,0,0.31,9.286,2.477,-0.477,50.0,2.167,0.0,4.01,65,MEDIUM,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.7; promo cover required 2.2 units; base-stock required 9.3 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 0 units; base-stock replenishment gap 9 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
564,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,30633,Bondi Aero Exdark Mousse 200G,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,2.167,2.167,9.286,0,4,4,0,0,0,0,0,4,4,4,0.0,0.0,0,0,4,11.453,7.69,7.69,8,0,0.31,9.286,2.477,5.523,50.0,2.167,0.02,23.1,64,MEDIUM,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 7.7; promo cover required 2.2 units; base-stock required 9.3 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 4 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
565,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,626449,Jerg Nat Glow Firm Fm 221Ml,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,2.167,2.167,9.286,0,9,9,0,0,0,0,0,9,9,9,0.0,0.0,0,0,9,11.453,2.69,2.69,3,0,0.31,9.286,2.477,0.523,50.0,2.167,0.0,5.07,56,MEDIUM,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.7; promo cover required 2.2 units; base-stock required 9.3 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 9 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
566,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,20868,Ogx Coconut Mir Pent Oil 100Ml,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,2.167,2.167,9.286,1,9,10,0,0,0,0,1,9,10,10,0.0,0.0,0,0,10,11.453,0.69,0.69,1,0,0.31,9.286,2.477,-1.477,50.0,2.167,0.02,15.63,24,VERY_LOW,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.7; promo cover required 2.2 units; base-stock required 9.3 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 1 units; base-stock replenishment gap 9 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
